blocknummer;artikelnummer;artikelalias;beschreibung;kategorie;masse;bruttopreis;blockpreis;preisgruppe;verrechenbar
BC1600937;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;300.15;225.0;0;ja
BC1600937;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;309.15;232.0;1;ja
BC1600937;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;317.65;238.0;2;ja
BC1600937;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;327.65;246.0;3;ja
BC1600937;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;337.65;253.0;4;ja
BC1600937;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;358.15;269.0;5;ja
BC1600937;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;377.65;283.0;6;ja
BC1600937;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;419.65;315.0;7;ja
BC1600937;SPU4571D;US457103;Spülenunterschrank 450mm;Unterschränke;;300.15;225.0;0;ja
BC1600937;SPU4571D;US457103;Spülenunterschrank 450mm;Unterschränke;;309.15;232.0;1;ja
BC1600937;SPU4571D;US457103;Spülenunterschrank 450mm;Unterschränke;;317.65;238.0;2;ja
BC1600937;SPU4571D;US457103;Spülenunterschrank 450mm;Unterschränke;;327.65;246.0;3;ja
BC1600937;SPU4571D;US457103;Spülenunterschrank 450mm;Unterschränke;;337.65;253.0;4;ja
BC1600937;SPU4571D;US457103;Spülenunterschrank 450mm;Unterschränke;;358.15;269.0;5;ja
BC1600937;SPU4571D;US457103;Spülenunterschrank 450mm;Unterschränke;;377.65;283.0;6;ja
BC1600937;SPU4571D;US457103;Spülenunterschrank 450mm;Unterschränke;;419.65;315.0;7;ja
BC1600937;U3071D;U307103;Unterschrank 300mm;Unterschränke;;300.15;225.0;0;ja
BC1600937;U3071D;U307103;Unterschrank 300mm;Unterschränke;;309.15;232.0;1;ja
BC1600937;U3071D;U307103;Unterschrank 300mm;Unterschränke;;317.65;238.0;2;ja
BC1600937;U3071D;U307103;Unterschrank 300mm;Unterschränke;;327.65;246.0;3;ja
BC1600937;U3071D;U307103;Unterschrank 300mm;Unterschränke;;337.65;253.0;4;ja
BC1600937;U3071D;U307103;Unterschrank 300mm;Unterschränke;;358.15;269.0;5;ja
BC1600937;U3071D;U307103;Unterschrank 300mm;Unterschränke;;377.65;283.0;6;ja
BC1600937;U3071D;U307103;Unterschrank 300mm;Unterschränke;;419.65;315.0;7;ja
BC1600937;APR4060;;*  600;Arbeitsplatten;;300.15;225.0;0;ja
BC1600937;APR4060;;*  600;Arbeitsplatten;;309.15;232.0;1;ja
BC1600937;APR4060;;*  600;Arbeitsplatten;;317.65;238.0;2;ja
BC1600937;APR4060;;*  600;Arbeitsplatten;;327.65;246.0;3;ja
BC1600937;APR4060;;*  600;Arbeitsplatten;;337.65;253.0;4;ja
BC1600937;APR4060;;*  600;Arbeitsplatten;;358.15;269.0;5;ja
BC1600937;APR4060;;*  600;Arbeitsplatten;;377.65;283.0;6;ja
BC1600937;APR4060;;*  600;Arbeitsplatten;;419.65;315.0;7;ja
BC1600938;US3071;U307101;Unterschrank 300mm;Unterschränke;;413.2;310.0;0;ja
BC1600938;US3071;U307101;Unterschrank 300mm;Unterschränke;;425.7;319.0;1;ja
BC1600938;US3071;U307101;Unterschrank 300mm;Unterschränke;;437.7;328.0;2;ja
BC1600938;US3071;U307101;Unterschrank 300mm;Unterschränke;;449.7;337.0;3;ja
BC1600938;US3071;U307101;Unterschrank 300mm;Unterschränke;;461.2;346.0;4;ja
BC1600938;US3071;U307101;Unterschrank 300mm;Unterschränke;;484.2;363.0;5;ja
BC1600938;US3071;U307101;Unterschrank 300mm;Unterschränke;;509.7;382.0;6;ja
BC1600938;US3071;U307101;Unterschrank 300mm;Unterschränke;;563.7;423.0;7;ja
BC1600938;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;413.2;310.0;0;ja
BC1600938;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;425.7;319.0;1;ja
BC1600938;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;437.7;328.0;2;ja
BC1600938;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;449.7;337.0;3;ja
BC1600938;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;461.2;346.0;4;ja
BC1600938;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;484.2;363.0;5;ja
BC1600938;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;509.7;382.0;6;ja
BC1600938;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;563.7;423.0;7;ja
BC1600938;SPU10071D;US1007103;Spülenunterschrank 1000mm;Unterschränke;;413.2;310.0;0;ja
BC1600938;SPU10071D;US1007103;Spülenunterschrank 1000mm;Unterschränke;;425.7;319.0;1;ja
BC1600938;SPU10071D;US1007103;Spülenunterschrank 1000mm;Unterschränke;;437.7;328.0;2;ja
BC1600938;SPU10071D;US1007103;Spülenunterschrank 1000mm;Unterschränke;;449.7;337.0;3;ja
BC1600938;SPU10071D;US1007103;Spülenunterschrank 1000mm;Unterschränke;;461.2;346.0;4;ja
BC1600938;SPU10071D;US1007103;Spülenunterschrank 1000mm;Unterschränke;;484.2;363.0;5;ja
BC1600938;SPU10071D;US1007103;Spülenunterschrank 1000mm;Unterschränke;;509.7;382.0;6;ja
BC1600938;SPU10071D;US1007103;Spülenunterschrank 1000mm;Unterschränke;;563.7;423.0;7;ja
BC1600938;APR4060;;*  600;Arbeitsplatten;;413.2;310.0;0;ja
BC1600938;APR4060;;*  600;Arbeitsplatten;;425.7;319.0;1;ja
BC1600938;APR4060;;*  600;Arbeitsplatten;;437.7;328.0;2;ja
BC1600938;APR4060;;*  600;Arbeitsplatten;;449.7;337.0;3;ja
BC1600938;APR4060;;*  600;Arbeitsplatten;;461.2;346.0;4;ja
BC1600938;APR4060;;*  600;Arbeitsplatten;;484.2;363.0;5;ja
BC1600938;APR4060;;*  600;Arbeitsplatten;;509.7;382.0;6;ja
BC1600938;APR4060;;*  600;Arbeitsplatten;;563.7;423.0;7;ja
BC1600939;SPU10071;US1007102;Spülenunterschrank 1000mm;Unterschränke;;572.5;429.0;0;ja
BC1600939;SPU10071;US1007102;Spülenunterschrank 1000mm;Unterschränke;;589.5;442.0;1;ja
BC1600939;SPU10071;US1007102;Spülenunterschrank 1000mm;Unterschränke;;607.5;456.0;2;ja
BC1600939;SPU10071;US1007102;Spülenunterschrank 1000mm;Unterschränke;;625.5;469.0;3;ja
BC1600939;SPU10071;US1007102;Spülenunterschrank 1000mm;Unterschränke;;643.0;482.0;4;ja
BC1600939;SPU10071;US1007102;Spülenunterschrank 1000mm;Unterschränke;;679.5;510.0;5;ja
BC1600939;SPU10071;US1007102;Spülenunterschrank 1000mm;Unterschränke;;717.0;538.0;6;ja
BC1600939;SPU10071;US1007102;Spülenunterschrank 1000mm;Unterschränke;;795.0;596.0;7;ja
BC1600939;UK60711D;UK607100;Kochstellenunterschrank 600mm;Unterschränke;;572.5;429.0;0;ja
BC1600939;UK60711D;UK607100;Kochstellenunterschrank 600mm;Unterschränke;;589.5;442.0;1;ja
BC1600939;UK60711D;UK607100;Kochstellenunterschrank 600mm;Unterschränke;;607.5;456.0;2;ja
BC1600939;UK60711D;UK607100;Kochstellenunterschrank 600mm;Unterschränke;;625.5;469.0;3;ja
BC1600939;UK60711D;UK607100;Kochstellenunterschrank 600mm;Unterschränke;;643.0;482.0;4;ja
BC1600939;UK60711D;UK607100;Kochstellenunterschrank 600mm;Unterschränke;;679.5;510.0;5;ja
BC1600939;UK60711D;UK607100;Kochstellenunterschrank 600mm;Unterschränke;;717.0;538.0;6;ja
BC1600939;UK60711D;UK607100;Kochstellenunterschrank 600mm;Unterschränke;;795.0;596.0;7;ja
BC1600939;G88D143;HG6014360;Geräte-Hochschrank 600mm;Hochschränke;;572.5;429.0;0;ja
BC1600939;G88D143;HG6014360;Geräte-Hochschrank 600mm;Hochschränke;;589.5;442.0;1;ja
BC1600939;G88D143;HG6014360;Geräte-Hochschrank 600mm;Hochschränke;;607.5;456.0;2;ja
BC1600939;G88D143;HG6014360;Geräte-Hochschrank 600mm;Hochschränke;;625.5;469.0;3;ja
BC1600939;G88D143;HG6014360;Geräte-Hochschrank 600mm;Hochschränke;;643.0;482.0;4;ja
BC1600939;G88D143;HG6014360;Geräte-Hochschrank 600mm;Hochschränke;;679.5;510.0;5;ja
BC1600939;G88D143;HG6014360;Geräte-Hochschrank 600mm;Hochschränke;;717.0;538.0;6;ja
BC1600939;G88D143;HG6014360;Geräte-Hochschrank 600mm;Hochschränke;;795.0;596.0;7;ja
BC1600939;AB1658;AB1658;Abdeckboden 16mm;Zubehör;;572.5;429.0;0;ja
BC1600939;AB1658;AB1658;Abdeckboden 16mm;Zubehör;;589.5;442.0;1;ja
BC1600939;AB1658;AB1658;Abdeckboden 16mm;Zubehör;;607.5;456.0;2;ja
BC1600939;AB1658;AB1658;Abdeckboden 16mm;Zubehör;;625.5;469.0;3;ja
BC1600939;AB1658;AB1658;Abdeckboden 16mm;Zubehör;;643.0;482.0;4;ja
BC1600939;AB1658;AB1658;Abdeckboden 16mm;Zubehör;;679.5;510.0;5;ja
BC1600939;AB1658;AB1658;Abdeckboden 16mm;Zubehör;;717.0;538.0;6;ja
BC1600939;AB1658;AB1658;Abdeckboden 16mm;Zubehör;;795.0;596.0;7;ja
BC1600939;RB25165;RB25165;Regalboden 25mm;Zubehör;;572.5;429.0;0;ja
BC1600939;RB25165;RB25165;Regalboden 25mm;Zubehör;;589.5;442.0;1;ja
BC1600939;RB25165;RB25165;Regalboden 25mm;Zubehör;;607.5;456.0;2;ja
BC1600939;RB25165;RB25165;Regalboden 25mm;Zubehör;;625.5;469.0;3;ja
BC1600939;RB25165;RB25165;Regalboden 25mm;Zubehör;;643.0;482.0;4;ja
BC1600939;RB25165;RB25165;Regalboden 25mm;Zubehör;;679.5;510.0;5;ja
BC1600939;RB25165;RB25165;Regalboden 25mm;Zubehör;;717.0;538.0;6;ja
BC1600939;RB25165;RB25165;Regalboden 25mm;Zubehör;;795.0;596.0;7;ja
BC1600939;APR4060;;*  600;Arbeitsplatten;;572.5;429.0;0;ja
BC1600939;APR4060;;*  600;Arbeitsplatten;;589.5;442.0;1;ja
BC1600939;APR4060;;*  600;Arbeitsplatten;;607.5;456.0;2;ja
BC1600939;APR4060;;*  600;Arbeitsplatten;;625.5;469.0;3;ja
BC1600939;APR4060;;*  600;Arbeitsplatten;;643.0;482.0;4;ja
BC1600939;APR4060;;*  600;Arbeitsplatten;;679.5;510.0;5;ja
BC1600939;APR4060;;*  600;Arbeitsplatten;;717.0;538.0;6;ja
BC1600939;APR4060;;*  600;Arbeitsplatten;;795.0;596.0;7;ja
BC1600940;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;786.45;496.0;0;ja
BC1600940;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;813.95;517.0;1;ja
BC1600940;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;841.95;535.0;2;ja
BC1600940;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;874.95;564.0;3;ja
BC1600940;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;906.95;594.0;4;ja
BC1600940;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;977.45;650.0;5;ja
BC1600940;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;1048.45;702.0;6;ja
BC1600940;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;1189.45;803.0;7;ja
BC1600940;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;786.45;496.0;0;ja
BC1600940;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;813.95;517.0;1;ja
BC1600940;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;841.95;535.0;2;ja
BC1600940;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;874.95;564.0;3;ja
BC1600940;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;906.95;594.0;4;ja
BC1600940;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;977.45;650.0;5;ja
BC1600940;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1048.45;702.0;6;ja
BC1600940;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1189.45;803.0;7;ja
BC1600940;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;786.45;496.0;0;ja
BC1600940;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;813.95;517.0;1;ja
BC1600940;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;841.95;535.0;2;ja
BC1600940;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;874.95;564.0;3;ja
BC1600940;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;906.95;594.0;4;ja
BC1600940;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;977.45;650.0;5;ja
BC1600940;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1048.45;702.0;6;ja
BC1600940;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1189.45;803.0;7;ja
BC1600940;US5071;U507101;Unterschrank 500mm;Unterschränke;;786.45;496.0;0;ja
BC1600940;US5071;U507101;Unterschrank 500mm;Unterschränke;;813.95;517.0;1;ja
BC1600940;US5071;U507101;Unterschrank 500mm;Unterschränke;;841.95;535.0;2;ja
BC1600940;US5071;U507101;Unterschrank 500mm;Unterschränke;;874.95;564.0;3;ja
BC1600940;US5071;U507101;Unterschrank 500mm;Unterschränke;;906.95;594.0;4;ja
BC1600940;US5071;U507101;Unterschrank 500mm;Unterschränke;;977.45;650.0;5;ja
BC1600940;US5071;U507101;Unterschrank 500mm;Unterschränke;;1048.45;702.0;6;ja
BC1600940;US5071;U507101;Unterschrank 500mm;Unterschränke;;1189.45;803.0;7;ja
BC1600940;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;786.45;496.0;0;ja
BC1600940;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;813.95;517.0;1;ja
BC1600940;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;841.95;535.0;2;ja
BC1600940;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;874.95;564.0;3;ja
BC1600940;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;906.95;594.0;4;ja
BC1600940;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;977.45;650.0;5;ja
BC1600940;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1048.45;702.0;6;ja
BC1600940;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1189.45;803.0;7;ja
BC1600940;W6052;O605201;Oberschrank 600mm;Oberschränke;;786.45;496.0;0;ja
BC1600940;W6052;O605201;Oberschrank 600mm;Oberschränke;;813.95;517.0;1;ja
BC1600940;W6052;O605201;Oberschrank 600mm;Oberschränke;;841.95;535.0;2;ja
BC1600940;W6052;O605201;Oberschrank 600mm;Oberschränke;;874.95;564.0;3;ja
BC1600940;W6052;O605201;Oberschrank 600mm;Oberschränke;;906.95;594.0;4;ja
BC1600940;W6052;O605201;Oberschrank 600mm;Oberschränke;;977.45;650.0;5;ja
BC1600940;W6052;O605201;Oberschrank 600mm;Oberschränke;;1048.45;702.0;6;ja
BC1600940;W6052;O605201;Oberschrank 600mm;Oberschränke;;1189.45;803.0;7;ja
BC1600940;APR4060;;*  600;Arbeitsplatten;;786.45;496.0;0;ja
BC1600940;APR4060;;*  600;Arbeitsplatten;;813.95;517.0;1;ja
BC1600940;APR4060;;*  600;Arbeitsplatten;;841.95;535.0;2;ja
BC1600940;APR4060;;*  600;Arbeitsplatten;;874.95;564.0;3;ja
BC1600940;APR4060;;*  600;Arbeitsplatten;;906.95;594.0;4;ja
BC1600940;APR4060;;*  600;Arbeitsplatten;;977.45;650.0;5;ja
BC1600940;APR4060;;*  600;Arbeitsplatten;;1048.45;702.0;6;ja
BC1600940;APR4060;;*  600;Arbeitsplatten;;1189.45;803.0;7;ja
BC1600941;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1029.15;649.0;0;ja
BC1600941;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1064.65;676.0;1;ja
BC1600941;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1105.65;702.0;2;ja
BC1600941;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1153.65;744.0;3;ja
BC1600941;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1204.65;789.0;4;ja
BC1600941;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1293.15;860.0;5;ja
BC1600941;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1397.15;936.0;6;ja
BC1600941;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1587.65;1072.0;7;ja
BC1600941;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1029.15;649.0;0;ja
BC1600941;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1064.65;676.0;1;ja
BC1600941;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1105.65;702.0;2;ja
BC1600941;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1153.65;744.0;3;ja
BC1600941;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1204.65;789.0;4;ja
BC1600941;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1293.15;860.0;5;ja
BC1600941;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1397.15;936.0;6;ja
BC1600941;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1587.65;1072.0;7;ja
BC1600941;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1029.15;649.0;0;ja
BC1600941;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1064.65;676.0;1;ja
BC1600941;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1105.65;702.0;2;ja
BC1600941;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1153.65;744.0;3;ja
BC1600941;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1204.65;789.0;4;ja
BC1600941;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1293.15;860.0;5;ja
BC1600941;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1397.15;936.0;6;ja
BC1600941;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1587.65;1072.0;7;ja
BC1600941;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1029.15;649.0;0;ja
BC1600941;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1064.65;676.0;1;ja
BC1600941;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1105.65;702.0;2;ja
BC1600941;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1153.65;744.0;3;ja
BC1600941;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1204.65;789.0;4;ja
BC1600941;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1293.15;860.0;5;ja
BC1600941;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1397.15;936.0;6;ja
BC1600941;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1587.65;1072.0;7;ja
BC1600941;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1029.15;649.0;0;ja
BC1600941;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1064.65;676.0;1;ja
BC1600941;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1105.65;702.0;2;ja
BC1600941;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1153.65;744.0;3;ja
BC1600941;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1204.65;789.0;4;ja
BC1600941;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1293.15;860.0;5;ja
BC1600941;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1397.15;936.0;6;ja
BC1600941;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1587.65;1072.0;7;ja
BC1600941;W10078;O1007801;Oberschrank 1000mm;Oberschränke;;1029.15;649.0;0;ja
BC1600941;W10078;O1007801;Oberschrank 1000mm;Oberschränke;;1064.65;676.0;1;ja
BC1600941;W10078;O1007801;Oberschrank 1000mm;Oberschränke;;1105.65;702.0;2;ja
BC1600941;W10078;O1007801;Oberschrank 1000mm;Oberschränke;;1153.65;744.0;3;ja
BC1600941;W10078;O1007801;Oberschrank 1000mm;Oberschränke;;1204.65;789.0;4;ja
BC1600941;W10078;O1007801;Oberschrank 1000mm;Oberschränke;;1293.15;860.0;5;ja
BC1600941;W10078;O1007801;Oberschrank 1000mm;Oberschränke;;1397.15;936.0;6;ja
BC1600941;W10078;O1007801;Oberschrank 1000mm;Oberschränke;;1587.65;1072.0;7;ja
BC1600941;APR4060;;*  600;Arbeitsplatten;;1029.15;649.0;0;ja
BC1600941;APR4060;;*  600;Arbeitsplatten;;1064.65;676.0;1;ja
BC1600941;APR4060;;*  600;Arbeitsplatten;;1105.65;702.0;2;ja
BC1600941;APR4060;;*  600;Arbeitsplatten;;1153.65;744.0;3;ja
BC1600941;APR4060;;*  600;Arbeitsplatten;;1204.65;789.0;4;ja
BC1600941;APR4060;;*  600;Arbeitsplatten;;1293.15;860.0;5;ja
BC1600941;APR4060;;*  600;Arbeitsplatten;;1397.15;936.0;6;ja
BC1600941;APR4060;;*  600;Arbeitsplatten;;1587.65;1072.0;7;ja
BC1600942;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1245.65;786.0;0;ja
BC1600942;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1288.65;818.0;1;ja
BC1600942;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1339.15;850.0;2;ja
BC1600942;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1396.15;901.0;3;ja
BC1600942;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1455.65;953.0;4;ja
BC1600942;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1553.65;1033.0;5;ja
BC1600942;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1674.15;1122.0;6;ja
BC1600942;SPU5071;US507102;Spülenunterschrank 500mm;Unterschränke;;1895.65;1280.0;7;ja
BC1600942;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1245.65;786.0;0;ja
BC1600942;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1288.65;818.0;1;ja
BC1600942;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1339.15;850.0;2;ja
BC1600942;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1396.15;901.0;3;ja
BC1600942;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1455.65;953.0;4;ja
BC1600942;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1553.65;1033.0;5;ja
BC1600942;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1674.15;1122.0;6;ja
BC1600942;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1895.65;1280.0;7;ja
BC1600942;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1245.65;786.0;0;ja
BC1600942;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1288.65;818.0;1;ja
BC1600942;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1339.15;850.0;2;ja
BC1600942;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1396.15;901.0;3;ja
BC1600942;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1455.65;953.0;4;ja
BC1600942;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1553.65;1033.0;5;ja
BC1600942;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1674.15;1122.0;6;ja
BC1600942;HUS6071;UH607108;Unterschrank 600mm;Unterschränke;;1895.65;1280.0;7;ja
BC1600942;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1245.65;786.0;0;ja
BC1600942;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1288.65;818.0;1;ja
BC1600942;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1339.15;850.0;2;ja
BC1600942;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1396.15;901.0;3;ja
BC1600942;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1455.65;953.0;4;ja
BC1600942;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1553.65;1033.0;5;ja
BC1600942;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1674.15;1122.0;6;ja
BC1600942;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;1895.65;1280.0;7;ja
BC1600942;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1245.65;786.0;0;ja
BC1600942;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1288.65;818.0;1;ja
BC1600942;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1339.15;850.0;2;ja
BC1600942;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1396.15;901.0;3;ja
BC1600942;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1455.65;953.0;4;ja
BC1600942;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1553.65;1033.0;5;ja
BC1600942;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1674.15;1122.0;6;ja
BC1600942;G8872L188;HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1895.65;1280.0;7;ja
BC1600942;H30188;H3018801;Geschirrschrank 300mm;Zubehör;;1245.65;786.0;0;ja
BC1600942;H30188;H3018801;Geschirrschrank 300mm;Zubehör;;1288.65;818.0;1;ja
BC1600942;H30188;H3018801;Geschirrschrank 300mm;Zubehör;;1339.15;850.0;2;ja
BC1600942;H30188;H3018801;Geschirrschrank 300mm;Zubehör;;1396.15;901.0;3;ja
BC1600942;H30188;H3018801;Geschirrschrank 300mm;Zubehör;;1455.65;953.0;4;ja
BC1600942;H30188;H3018801;Geschirrschrank 300mm;Zubehör;;1553.65;1033.0;5;ja
BC1600942;H30188;H3018801;Geschirrschrank 300mm;Zubehör;;1674.15;1122.0;6;ja
BC1600942;H30188;H3018801;Geschirrschrank 300mm;Zubehör;;1895.65;1280.0;7;ja
BC1600942;W6065;O606501;Oberschrank 600mm;Oberschränke;;1245.65;786.0;0;ja
BC1600942;W6065;O606501;Oberschrank 600mm;Oberschränke;;1288.65;818.0;1;ja
BC1600942;W6065;O606501;Oberschrank 600mm;Oberschränke;;1339.15;850.0;2;ja
BC1600942;W6065;O606501;Oberschrank 600mm;Oberschränke;;1396.15;901.0;3;ja
BC1600942;W6065;O606501;Oberschrank 600mm;Oberschränke;;1455.65;953.0;4;ja
BC1600942;W6065;O606501;Oberschrank 600mm;Oberschränke;;1553.65;1033.0;5;ja
