blocknummer;artikelnummer;artikelalias;beschreibung;kategorie;masse;bruttopreis;blockpreis;preisgruppe;verrechenbar
BC1623576;APR4060;;*  600;Arbeitsplatten;;15569.45;;6;ja
BC1623576;APR4060;;*  600;Arbeitsplatten;;17494.95;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;13561.45;;0;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;14023.45;;1;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;14442.45;;2;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;14934.45;;3;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;15442.45;;4;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;16481.45;;5;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;17561.45;;6;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;19737.45;;7;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;13561.45;;0;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;14023.45;;1;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;14442.45;;2;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;14934.45;;3;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;15442.45;;4;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;16481.45;;5;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;17561.45;;6;ja
BC1623578;G59S2A201;HG6020112;Geräte-Hochschrank 600mm;Hochschränke;;19737.45;;7;ja
BC1623578;G178L201;HG6020167;Geräte-Hochschrank 600mm;Hochschränke;;13561.45;;0;ja
BC1623578;G178L201;HG6020167;Geräte-Hochschrank 600mm;Hochschränke;;14023.45;;1;ja
BC1623578;G178L201;HG6020167;Geräte-Hochschrank 600mm;Hochschränke;;14442.45;;2;ja
BC1623578;G178L201;HG6020167;Geräte-Hochschrank 600mm;Hochschränke;;14934.45;;3;ja
BC1623578;G178L201;HG6020167;Geräte-Hochschrank 600mm;Hochschränke;;15442.45;;4;ja
BC1623578;G178L201;HG6020167;Geräte-Hochschrank 600mm;Hochschränke;;16481.45;;5;ja
BC1623578;G178L201;HG6020167;Geräte-Hochschrank 600mm;Hochschränke;;17561.45;;6;ja
BC1623578;G178L201;HG6020167;Geräte-Hochschrank 600mm;Hochschränke;;19737.45;;7;ja
BC1623578;UKM2AIS9071D;UKM907152;Kochstellenschrank 900mm;Zubehör;;13561.45;;0;ja
BC1623578;UKM2AIS9071D;UKM907152;Kochstellenschrank 900mm;Zubehör;;14023.45;;1;ja
BC1623578;UKM2AIS9071D;UKM907152;Kochstellenschrank 900mm;Zubehör;;14442.45;;2;ja
BC1623578;UKM2AIS9071D;UKM907152;Kochstellenschrank 900mm;Zubehör;;14934.45;;3;ja
BC1623578;UKM2AIS9071D;UKM907152;Kochstellenschrank 900mm;Zubehör;;15442.45;;4;ja
BC1623578;UKM2AIS9071D;UKM907152;Kochstellenschrank 900mm;Zubehör;;16481.45;;5;ja
BC1623578;UKM2AIS9071D;UKM907152;Kochstellenschrank 900mm;Zubehör;;17561.45;;6;ja
BC1623578;UKM2AIS9071D;UKM907152;Kochstellenschrank 900mm;Zubehör;;19737.45;;7;ja
BC1623578;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;13561.45;;0;ja
BC1623578;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;14023.45;;1;ja
BC1623578;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;14442.45;;2;ja
BC1623578;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;14934.45;;3;ja
BC1623578;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;15442.45;;4;ja
BC1623578;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;16481.45;;5;ja
BC1623578;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;17561.45;;6;ja
BC1623578;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;19737.45;;7;ja
BC1623578;U6071D;U607103;Unterschrank 600mm;Unterschränke;;13561.45;;0;ja
BC1623578;U6071D;U607103;Unterschrank 600mm;Unterschränke;;14023.45;;1;ja
BC1623578;U6071D;U607103;Unterschrank 600mm;Unterschränke;;14442.45;;2;ja
BC1623578;U6071D;U607103;Unterschrank 600mm;Unterschränke;;14934.45;;3;ja
BC1623578;U6071D;U607103;Unterschrank 600mm;Unterschränke;;15442.45;;4;ja
BC1623578;U6071D;U607103;Unterschrank 600mm;Unterschränke;;16481.45;;5;ja
BC1623578;U6071D;U607103;Unterschrank 600mm;Unterschränke;;17561.45;;6;ja
BC1623578;U6071D;U607103;Unterschrank 600mm;Unterschränke;;19737.45;;7;ja
BC1623578;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;13561.45;;0;ja
BC1623578;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;14023.45;;1;ja
BC1623578;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;14442.45;;2;ja
BC1623578;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;14934.45;;3;ja
BC1623578;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;15442.45;;4;ja
BC1623578;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;16481.45;;5;ja
BC1623578;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;17561.45;;6;ja
BC1623578;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;19737.45;;7;ja
BC1623578;US2A8071D;U807128;Unterschrank 800mm;Unterschränke;;13561.45;;0;ja
BC1623578;US2A8071D;U807128;Unterschrank 800mm;Unterschränke;;14023.45;;1;ja
BC1623578;US2A8071D;U807128;Unterschrank 800mm;Unterschränke;;14442.45;;2;ja
BC1623578;US2A8071D;U807128;Unterschrank 800mm;Unterschränke;;14934.45;;3;ja
BC1623578;US2A8071D;U807128;Unterschrank 800mm;Unterschränke;;15442.45;;4;ja
BC1623578;US2A8071D;U807128;Unterschrank 800mm;Unterschränke;;16481.45;;5;ja
BC1623578;US2A8071D;U807128;Unterschrank 800mm;Unterschränke;;17561.45;;6;ja
BC1623578;US2A8071D;U807128;Unterschrank 800mm;Unterschränke;;19737.45;;7;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;13561.45;;0;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;14023.45;;1;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;14442.45;;2;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;14934.45;;3;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;15442.45;;4;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;16481.45;;5;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;17561.45;;6;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;19737.45;;7;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;13561.45;;0;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;14023.45;;1;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;14442.45;;2;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;14934.45;;3;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;15442.45;;4;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;16481.45;;5;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;17561.45;;6;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;19737.45;;7;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;13561.45;;0;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;14023.45;;1;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;14442.45;;2;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;14934.45;;3;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;15442.45;;4;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;16481.45;;5;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;17561.45;;6;ja
BC1623578;W6078;O607801;Oberschrank 600mm;Oberschränke;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A40201;H4020124;Geschirrschrank 400mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;13561.45;;0;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14023.45;;1;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14442.45;;2;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;14934.45;;3;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;15442.45;;4;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;16481.45;;5;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;17561.45;;6;ja
BC1623578;HS2A60201;H6020124;Geschirrschrank 600mm;Zubehör;;19737.45;;7;ja
BC1623578;APR4060;;*  600;Arbeitsplatten;;13561.45;;0;ja
